"Census Tract","State","FIPS Code","Formatted FIPS","Opportunity Area Status, 2018."
"17119402600","IL","17119402600","=""17119402600""","N/A"
"17119402701","IL","17119402701","=""17119402701""","N/A"
"17119402721","IL","17119402721","=""17119402721""","N/A"
"17119402722","IL","17119402722","=""17119402722""","N/A"
"17119402801","IL","17119402801","=""17119402801""","N/A"
"17119402802","IL","17119402802","=""17119402802""","N/A"
"17119402803","IL","17119402803","=""17119402803""","N/A"
"17119402900","IL","17119402900","=""17119402900""","N/A"
"17119403001","IL","17119403001","=""17119403001""","N/A"
"17119403002","IL","17119403002","=""17119403002""","N/A"
"17119403101","IL","17119403101","=""17119403101""","N/A"
"17119403121","IL","17119403121","=""17119403121""","N/A"
"17119403122","IL","17119403122","=""17119403122""","N/A"
"17119403200","IL","17119403200","=""17119403200""","N/A"
"17119403300","IL","17119403300","=""17119403300""","N/A"
"17119403401","IL","17119403401","=""17119403401""","N/A"
"17119403402","IL","17119403402","=""17119403402""","N/A"
"17119403502","IL","17119403502","=""17119403502""","N/A"
"17119403531","IL","17119403531","=""17119403531""","N/A"
"17119403532","IL","17119403532","=""17119403532""","N/A"
"17119403533","IL","17119403533","=""17119403533""","N/A"
"17119403534","IL","17119403534","=""17119403534""","N/A"
"17119403601","IL","17119403601","=""17119403601""","N/A"
"17119403603","IL","17119403603","=""17119403603""","N/A"
"17119403604","IL","17119403604","=""17119403604""","N/A"
"17119403701","IL","17119403701","=""17119403701""","N/A"
"17119403702","IL","17119403702","=""17119403702""","N/A"
"17119403801","IL","17119403801","=""17119403801""","N/A"
"17119403802","IL","17119403802","=""17119403802""","N/A"
"17119404000","IL","17119404000","=""17119404000""","N/A"
"17119404100","IL","17119404100","=""17119404100""","N/A"
"17121951600","IL","17121951600","=""17121951600""","N/A"
"17121951700","IL","17121951700","=""17121951700""","N/A"
"17121951800","IL","17121951800","=""17121951800""","N/A"
"17121951900","IL","17121951900","=""17121951900""","N/A"
"17121952000","IL","17121952000","=""17121952000""","N/A"
"17121952100","IL","17121952100","=""17121952100""","N/A"
"17121952200","IL","17121952200","=""17121952200""","N/A"
"17121952300","IL","17121952300","=""17121952300""","N/A"
"17121952400","IL","17121952400","=""17121952400""","N/A"
"17121952500","IL","17121952500","=""17121952500""","N/A"
"17121952600","IL","17121952600","=""17121952600""","N/A"
"17121952700","IL","17121952700","=""17121952700""","N/A"
"17123961100","IL","17123961100","=""17123961100""","N/A"
"17123961200","IL","17123961200","=""17123961200""","N/A"
"17123961300","IL","17123961300","=""17123961300""","N/A"
"17123961400","IL","17123961400","=""17123961400""","N/A"
"17123961500","IL","17123961500","=""17123961500""","N/A"
"17125956300","IL","17125956300","=""17125956300""","N/A"
"17125956400","IL","17125956400","=""17125956400""","N/A"
"17125956500","IL","17125956500","=""17125956500""","N/A"
"17125956600","IL","17125956600","=""17125956600""","N/A"
"17125956700","IL","17125956700","=""17125956700""","N/A"
"17125956800","IL","17125956800","=""17125956800""","N/A"
"17127970100","IL","17127970100","=""17127970100""","N/A"
"17127970200","IL","17127970200","=""17127970200""","N/A"
"17127970300","IL","17127970300","=""17127970300""","N/A"
"17127970400","IL","17127970400","=""17127970400""","N/A"
"17129010100","IL","17129010100","=""17129010100""","N/A"
"17129010200","IL","17129010200","=""17129010200""","N/A"
"17129010300","IL","17129010300","=""17129010300""","N/A"
"17131040100","IL","17131040100","=""17131040100""","N/A"
"17131040200","IL","17131040200","=""17131040200""","N/A"
"17131040300","IL","17131040300","=""17131040300""","N/A"
"17131040400","IL","17131040400","=""17131040400""","N/A"
"17133600101","IL","17133600101","=""17133600101""","N/A"
"17133600102","IL","17133600102","=""17133600102""","N/A"
"17133600401","IL","17133600401","=""17133600401""","N/A"
"17133600402","IL","17133600402","=""17133600402""","N/A"
"17133600501","IL","17133600501","=""17133600501""","N/A"
"17133600502","IL","17133600502","=""17133600502""","N/A"
"17135957300","IL","17135957300","=""17135957300""","N/A"
"17135957400","IL","17135957400","=""17135957400""","N/A"
"17135957500","IL","17135957500","=""17135957500""","N/A"
"17135957600","IL","17135957600","=""17135957600""","N/A"
"17135957700","IL","17135957700","=""17135957700""","N/A"
"17135957800","IL","17135957800","=""17135957800""","N/A"
"17135957900","IL","17135957900","=""17135957900""","N/A"
"17135958000","IL","17135958000","=""17135958000""","N/A"
"17137951400","IL","17137951400","=""17137951400""","N/A"
"17137951500","IL","17137951500","=""17137951500""","N/A"
"17137951600","IL","17137951600","=""17137951600""","N/A"
"17137951700","IL","17137951700","=""17137951700""","N/A"
"17137951800","IL","17137951800","=""17137951800""","N/A"
"17137951900","IL","17137951900","=""17137951900""","N/A"
"17137952000","IL","17137952000","=""17137952000""","N/A"
"17137952100","IL","17137952100","=""17137952100""","N/A"
"17137952200","IL","17137952200","=""17137952200""","N/A"
"17137952300","IL","17137952300","=""17137952300""","N/A"
"17139976900","IL","17139976900","=""17139976900""","N/A"
"17139977000","IL","17139977000","=""17139977000""","N/A"
"17139977100","IL","17139977100","=""17139977100""","N/A"
"17139977200","IL","17139977200","=""17139977200""","N/A"
"17141960700","IL","17141960700","=""17141960700""","N/A"
"17141960800","IL","17141960800","=""17141960800""","N/A"
"17141960900","IL","17141960900","=""17141960900""","N/A"
"17141961000","IL","17141961000","=""17141961000""","N/A"
"17141961100","IL","17141961100","=""17141961100""","N/A"
"17141961200","IL","17141961200","=""17141961200""","N/A"
"17141961300","IL","17141961300","=""17141961300""","N/A"
"17141961400","IL","17141961400","=""17141961400""","N/A"
"17141961500","IL","17141961500","=""17141961500""","N/A"
"17141961600","IL","17141961600","=""17141961600""","N/A"
"17141961700","IL","17141961700","=""17141961700""","N/A"
"17143000100","IL","17143000100","=""17143000100""","Not an Opportunity Area"
"17143000200","IL","17143000200","=""17143000200""","Not an Opportunity Area"
"17143000300","IL","17143000300","=""17143000300""","Not an Opportunity Area"
"17143000500","IL","17143000500","=""17143000500""","Not an Opportunity Area"
"17143000600","IL","17143000600","=""17143000600""","Not an Opportunity Area"
"17143000900","IL","17143000900","=""17143000900""","Not an Opportunity Area"
"17143001200","IL","17143001200","=""17143001200""","Not an Opportunity Area"
"17143001300","IL","17143001300","=""17143001300""","Not an Opportunity Area"
"17143001500","IL","17143001500","=""17143001500""","Not an Opportunity Area"
"17143001600","IL","17143001600","=""17143001600""","Not an Opportunity Area"
"17143001800","IL","17143001800","=""17143001800""","Not an Opportunity Area"
"17143001900","IL","17143001900","=""17143001900""","Not an Opportunity Area"
"17143002000","IL","17143002000","=""17143002000""","Not an Opportunity Area"
"17143002100","IL","17143002100","=""17143002100""","Not an Opportunity Area"
"17143002200","IL","17143002200","=""17143002200""","2017 Opportunity Area"
"17143002300","IL","17143002300","=""17143002300""","Not an Opportunity Area"
"17143002400","IL","17143002400","=""17143002400""","2017 Opportunity Area"
"17143002500","IL","17143002500","=""17143002500""","Not an Opportunity Area"
"17143002600","IL","17143002600","=""17143002600""","2018 Opportunity Area"
"17143002701","IL","17143002701","=""17143002701""","Not an Opportunity Area"
"17143002702","IL","17143002702","=""17143002702""","Not an Opportunity Area"
"17143002800","IL","17143002800","=""17143002800""","2015 Opportunity Area"
"17143002900","IL","17143002900","=""17143002900""","Not an Opportunity Area"
"17143003000","IL","17143003000","=""17143003000""","2018 Opportunity Area"
"17143003101","IL","17143003101","=""17143003101""","Not an Opportunity Area"
"17143003102","IL","17143003102","=""17143003102""","2017 Opportunity Area"
"17143003200","IL","17143003200","=""17143003200""","2018 Opportunity Area"
"17143003300","IL","17143003300","=""17143003300""","2015 Opportunity Area"
"17143003401","IL","17143003401","=""17143003401""","2015 Opportunity Area"
"17143003402","IL","17143003402","=""17143003402""","2018 Opportunity Area"
"17143003601","IL","17143003601","=""17143003601""","N/A"
"17143003602","IL","17143003602","=""17143003602""","N/A"
"17143003700","IL","17143003700","=""17143003700""","N/A"
"17143003800","IL","17143003800","=""17143003800""","N/A"
"17143003900","IL","17143003900","=""17143003900""","N/A"
"17143004000","IL","17143004000","=""17143004000""","N/A"
"17143004101","IL","17143004101","=""17143004101""","Not an Opportunity Area"
"17143004102","IL","17143004102","=""17143004102""","Not an Opportunity Area"
"17143004200","IL","17143004200","=""17143004200""","N/A"
"17143004300","IL","17143004300","=""17143004300""","N/A"
"17143004400","IL","17143004400","=""17143004400""","N/A"
"17143004500","IL","17143004500","=""17143004500""","N/A"
"17143004600","IL","17143004600","=""17143004600""","N/A"
"17143004801","IL","17143004801","=""17143004801""","N/A"
"17143004802","IL","17143004802","=""17143004802""","N/A"
"17143004901","IL","17143004901","=""17143004901""","N/A"
"17143004902","IL","17143004902","=""17143004902""","N/A"
"17143005000","IL","17143005000","=""17143005000""","Not an Opportunity Area"
"17145030100","IL","17145030100","=""17145030100""","N/A"
"17145030200","IL","17145030200","=""17145030200""","N/A"
"17145030300","IL","17145030300","=""17145030300""","N/A"
"17145030400","IL","17145030400","=""17145030400""","N/A"
"17145030500","IL","17145030500","=""17145030500""","N/A"
"17145030600","IL","17145030600","=""17145030600""","N/A"
"17147954500","IL","17147954500","=""17147954500""","N/A"
"17147954600","IL","17147954600","=""17147954600""","N/A"
"17147954700","IL","17147954700","=""17147954700""","N/A"
"17147954800","IL","17147954800","=""17147954800""","N/A"
"17149952400","IL","17149952400","=""17149952400""","N/A"
"17149952500","IL","17149952500","=""17149952500""","N/A"
"17149952600","IL","17149952600","=""17149952600""","N/A"
"17149952700","IL","17149952700","=""17149952700""","N/A"
"17149952800","IL","17149952800","=""17149952800""","N/A"
"17151971200","IL","17151971200","=""17151971200""","N/A"
"17151971300","IL","17151971300","=""17151971300""","N/A"
"17153971000","IL","17153971000","=""17153971000""","N/A"
"17153971100","IL","17153971100","=""17153971100""","N/A"
"17155954500","IL","17155954500","=""17155954500""","N/A"
"17155954600","IL","17155954600","=""17155954600""","N/A"
"17157950500","IL","17157950500","=""17157950500""","N/A"
"17157950600","IL","17157950600","=""17157950600""","N/A"
"17157950700","IL","17157950700","=""17157950700""","N/A"
"17157950800","IL","17157950800","=""17157950800""","N/A"
"17157950900","IL","17157950900","=""17157950900""","N/A"
"17157951000","IL","17157951000","=""17157951000""","N/A"
"17157951100","IL","17157951100","=""17157951100""","N/A"
"17157951200","IL","17157951200","=""17157951200""","N/A"
"17157951300","IL","17157951300","=""17157951300""","N/A"
"17159977900","IL","17159977900","=""17159977900""","N/A"
"17159978000","IL","17159978000","=""17159978000""","N/A"
"17159978100","IL","17159978100","=""17159978100""","N/A"
"17159978200","IL","17159978200","=""17159978200""","N/A"
"17159978300","IL","17159978300","=""17159978300""","N/A"
"17161020100","IL","17161020100","=""17161020100""","N/A"
"17161020200","IL","17161020200","=""17161020200""","N/A"
"17161020300","IL","17161020300","=""17161020300""","N/A"
"17161020400","IL","17161020400","=""17161020400""","N/A"
"17161020600","IL","17161020600","=""17161020600""","N/A"
"17161020700","IL","17161020700","=""17161020700""","N/A"
"17161020800","IL","17161020800","=""17161020800""","N/A"
"17161020900","IL","17161020900","=""17161020900""","N/A"
"17161021000","IL","17161021000","=""17161021000""","N/A"
"17161021100","IL","17161021100","=""17161021100""","N/A"
"17161021200","IL","17161021200","=""17161021200""","N/A"
"17161021300","IL","17161021300","=""17161021300""","N/A"
"17161021400","IL","17161021400","=""17161021400""","N/A"
"17161021500","IL","17161021500","=""17161021500""","N/A"
"17161021600","IL","17161021600","=""17161021600""","N/A"
"17161021700","IL","17161021700","=""17161021700""","N/A"
"17161021800","IL","17161021800","=""17161021800""","N/A"
"17161021900","IL","17161021900","=""17161021900""","N/A"
"17161022000","IL","17161022000","=""17161022000""","N/A"
"17161022100","IL","17161022100","=""17161022100""","N/A"
"17161022200","IL","17161022200","=""17161022200""","N/A"
"17161022300","IL","17161022300","=""17161022300""","N/A"
"17161022600","IL","17161022600","=""17161022600""","N/A"
"17161022800","IL","17161022800","=""17161022800""","N/A"
"17161022900","IL","17161022900","=""17161022900""","N/A"
"17161023000","IL","17161023000","=""17161023000""","N/A"
"17161023100","IL","17161023100","=""17161023100""","N/A"
"17161023200","IL","17161023200","=""17161023200""","N/A"
"17161023300","IL","17161023300","=""17161023300""","N/A"
"17161023500","IL","17161023500","=""17161023500""","N/A"
"17161023600","IL","17161023600","=""17161023600""","N/A"
"17161023700","IL","17161023700","=""17161023700""","N/A"
"17161024000","IL","17161024000","=""17161024000""","N/A"
"17161024101","IL","17161024101","=""17161024101""","N/A"
"17161024102","IL","17161024102","=""17161024102""","N/A"
"17161024103","IL","17161024103","=""17161024103""","N/A"
"17161024200","IL","17161024200","=""17161024200""","N/A"
"17161024300","IL","17161024300","=""17161024300""","N/A"
"17161024400","IL","17161024400","=""17161024400""","N/A"
"17161024500","IL","17161024500","=""17161024500""","N/A"
"17163500400","IL","17163500400","=""17163500400""","N/A"
"17163500500","IL","17163500500","=""17163500500""","N/A"
"17163500900","IL","17163500900","=""17163500900""","N/A"
"17163501100","IL","17163501100","=""17163501100""","N/A"
"17163501200","IL","17163501200","=""17163501200""","N/A"
"17163501300","IL","17163501300","=""17163501300""","N/A"
"17163501400","IL","17163501400","=""17163501400""","N/A"
"17163501501","IL","17163501501","=""17163501501""","N/A"
"17163501502","IL","17163501502","=""17163501502""","N/A"
"17163501602","IL","17163501602","=""17163501602""","N/A"
"17163501603","IL","17163501603","=""17163501603""","N/A"
"17163501604","IL","17163501604","=""17163501604""","N/A"
"17163501605","IL","17163501605","=""17163501605""","N/A"
"17163501700","IL","17163501700","=""17163501700""","N/A"
"17163501800","IL","17163501800","=""17163501800""","N/A"
"17163501900","IL","17163501900","=""17163501900""","N/A"
"17163502100","IL","17163502100","=""17163502100""","N/A"
"17163502200","IL","17163502200","=""17163502200""","N/A"
"17163502300","IL","17163502300","=""17163502300""","N/A"
"17163502401","IL","17163502401","=""17163502401""","N/A"
"17163502404","IL","17163502404","=""17163502404""","N/A"
"17163502500","IL","17163502500","=""17163502500""","N/A"
"17163502602","IL","17163502602","=""17163502602""","N/A"
"17163502603","IL","17163502603","=""17163502603""","N/A"
"17163502700","IL","17163502700","=""17163502700""","N/A"
"17163502800","IL","17163502800","=""17163502800""","N/A"
"17163502900","IL","17163502900","=""17163502900""","N/A"
"17163503100","IL","17163503100","=""17163503100""","N/A"
"17163503202","IL","17163503202","=""17163503202""","N/A"
"17163503203","IL","17163503203","=""17163503203""","N/A"
"17163503211","IL","17163503211","=""17163503211""","N/A"
"17163503301","IL","17163503301","=""17163503301""","N/A"
"17163503304","IL","17163503304","=""17163503304""","N/A"
"17163503322","IL","17163503322","=""17163503322""","N/A"
"17163503323","IL","17163503323","=""17163503323""","N/A"
"17163503324","IL","17163503324","=""17163503324""","N/A"
"17163503332","IL","17163503332","=""17163503332""","N/A"
"17163503334","IL","17163503334","=""17163503334""","N/A"
"17163503402","IL","17163503402","=""17163503402""","N/A"
"17163503404","IL","17163503404","=""17163503404""","N/A"
"17163503411","IL","17163503411","=""17163503411""","N/A"
"17163503412","IL","17163503412","=""17163503412""","N/A"
"17163503413","IL","17163503413","=""17163503413""","N/A"
"17163503414","IL","17163503414","=""17163503414""","N/A"
"17163503800","IL","17163503800","=""17163503800""","N/A"
"17163503903","IL","17163503903","=""17163503903""","N/A"
"17163503904","IL","17163503904","=""17163503904""","N/A"
"17163503905","IL","17163503905","=""17163503905""","N/A"
"17163503906","IL","17163503906","=""17163503906""","N/A"
"17163504001","IL","17163504001","=""17163504001""","N/A"
"17163504002","IL","17163504002","=""17163504002""","N/A"
"17163504302","IL","17163504302","=""17163504302""","N/A"
"17163504303","IL","17163504303","=""17163504303""","N/A"
"17163504351","IL","17163504351","=""17163504351""","N/A"
"17163504352","IL","17163504352","=""17163504352""","N/A"
"17163504353","IL","17163504353","=""17163504353""","N/A"
"17163504354","IL","17163504354","=""17163504354""","N/A"
"17163504355","IL","17163504355","=""17163504355""","N/A"
"17163504500","IL","17163504500","=""17163504500""","N/A"
"17163504600","IL","17163504600","=""17163504600""","N/A"
"17165955100","IL","17165955100","=""17165955100""","N/A"
"17165955500","IL","17165955500","=""17165955500""","N/A"
"17165955600","IL","17165955600","=""17165955600""","N/A"
"17165955700","IL","17165955700","=""17165955700""","N/A"
"17165955800","IL","17165955800","=""17165955800""","N/A"
"17165955900","IL","17165955900","=""17165955900""","N/A"
"17165956000","IL","17165956000","=""17165956000""","N/A"
"17165956100","IL","17165956100","=""17165956100""","N/A"
"17165956200","IL","17165956200","=""17165956200""","N/A"
"17167000100","IL","17167000100","=""17167000100""","2017 Opportunity Area"
"17167000201","IL","17167000201","=""17167000201""","2016 Opportunity Area"
"17167000202","IL","17167000202","=""17167000202""","Not an Opportunity Area"
"17167000300","IL","17167000300","=""17167000300""","Not an Opportunity Area"
"17167000400","IL","17167000400","=""17167000400""","Not an Opportunity Area"
"17167000501","IL","17167000501","=""17167000501""","2018 Opportunity Area"
"17167000503","IL","17167000503","=""17167000503""","2017 Opportunity Area"
"17167000504","IL","17167000504","=""17167000504""","2017 Opportunity Area"
"17167000600","IL","17167000600","=""17167000600""","Not an Opportunity Area"
"17167000700","IL","17167000700","=""17167000700""","N/A"
"17167000800","IL","17167000800","=""17167000800""","Not an Opportunity Area"
"17167000900","IL","17167000900","=""17167000900""","Not an Opportunity Area"
"17167001001","IL","17167001001","=""17167001001""","Not an Opportunity Area"
"17167001003","IL","17167001003","=""17167001003""","Not an Opportunity Area"
"17167001004","IL","17167001004","=""17167001004""","2017 Opportunity Area"
"17167001100","IL","17167001100","=""17167001100""","2015 Opportunity Area"
"17167001200","IL","17167001200","=""17167001200""","Not an Opportunity Area"
"17167001300","IL","17167001300","=""17167001300""","Not an Opportunity Area"
"17167001400","IL","17167001400","=""17167001400""","Not an Opportunity Area"
"17167001500","IL","17167001500","=""17167001500""","Not an Opportunity Area"
"17167001600","IL","17167001600","=""17167001600""","Not an Opportunity Area"
"17167001700","IL","17167001700","=""17167001700""","Not an Opportunity Area"
"17167001800","IL","17167001800","=""17167001800""","Not an Opportunity Area"
"17167001900","IL","17167001900","=""17167001900""","Not an Opportunity Area"
"17167002000","IL","17167002000","=""17167002000""","Not an Opportunity Area"
"17167002100","IL","17167002100","=""17167002100""","2017 Opportunity Area"
"17167002200","IL","17167002200","=""17167002200""","2017 Opportunity Area"
"17167002300","IL","17167002300","=""17167002300""","Not an Opportunity Area"
"17167002400","IL","17167002400","=""17167002400""","Not an Opportunity Area"
"17167002500","IL","17167002500","=""17167002500""","Not an Opportunity Area"
"17167002600","IL","17167002600","=""17167002600""","Not an Opportunity Area"
"17167002700","IL","17167002700","=""17167002700""","Not an Opportunity Area"
"17167002801","IL","17167002801","=""17167002801""","Not an Opportunity Area"
"17167002802","IL","17167002802","=""17167002802""","Not an Opportunity Area"
"17167002900","IL","17167002900","=""17167002900""","2018 Opportunity Area"
"17167003000","IL","17167003000","=""17167003000""","Not an Opportunity Area"
"17167003100","IL","17167003100","=""17167003100""","2017 Opportunity Area"
"17167003201","IL","17167003201","=""17167003201""","Not an Opportunity Area"
"17167003202","IL","17167003202","=""17167003202""","N/A"
"17167003203","IL","17167003203","=""17167003203""","N/A"
"17167003300","IL","17167003300","=""17167003300""","N/A"
"17167003400","IL","17167003400","=""17167003400""","N/A"
"17167003500","IL","17167003500","=""17167003500""","N/A"
"17167003601","IL","17167003601","=""17167003601""","N/A"
"17167003602","IL","17167003602","=""17167003602""","Not an Opportunity Area"
"17167003603","IL","17167003603","=""17167003603""","2017 Opportunity Area"
"17167003604","IL","17167003604","=""17167003604""","2018 Opportunity Area"
"17167003700","IL","17167003700","=""17167003700""","N/A"
"17167003801","IL","17167003801","=""17167003801""","N/A"
"17167003802","IL","17167003802","=""17167003802""","N/A"
"17167003901","IL","17167003901","=""17167003901""","N/A"
"17167003902","IL","17167003902","=""17167003902""","2017 Opportunity Area"
"17167004000","IL","17167004000","=""17167004000""","N/A"
"17169970100","IL","17169970100","=""17169970100""","N/A"
"17169970200","IL","17169970200","=""17169970200""","N/A"
"17169970300","IL","17169970300","=""17169970300""","N/A"
"17171970600","IL","17171970600","=""17171970600""","N/A"
"17171970700","IL","17171970700","=""17171970700""","N/A"
"17173959100","IL","17173959100","=""17173959100""","N/A"
"17173959200","IL","17173959200","=""17173959200""","N/A"
"17173959300","IL","17173959300","=""17173959300""","N/A"
"17173959400","IL","17173959400","=""17173959400""","N/A"
"17173959500","IL","17173959500","=""17173959500""","N/A"
"17173959600","IL","17173959600","=""17173959600""","N/A"
"17175951400","IL","17175951400","=""17175951400""","N/A"
"17175951500","IL","17175951500","=""17175951500""","N/A"
"17177000100","IL","17177000100","=""17177000100""","N/A"
"17177000200","IL","17177000200","=""17177000200""","N/A"
"17177000300","IL","17177000300","=""17177000300""","N/A"
"17177000400","IL","17177000400","=""17177000400""","N/A"
"17177000500","IL","17177000500","=""17177000500""","N/A"
"17177000600","IL","17177000600","=""17177000600""","N/A"
"17177000700","IL","17177000700","=""17177000700""","N/A"
"17177000800","IL","17177000800","=""17177000800""","N/A"
"17177000900","IL","17177000900","=""17177000900""","N/A"
"17177001000","IL","17177001000","=""17177001000""","N/A"
"17177001100","IL","17177001100","=""17177001100""","N/A"
"17177001200","IL","17177001200","=""17177001200""","N/A"
"17177001300","IL","17177001300","=""17177001300""","N/A"
"17179020100","IL","17179020100","=""17179020100""","N/A"
"17179020301","IL","17179020301","=""17179020301""","N/A"
"17179020302","IL","17179020302","=""17179020302""","N/A"
"17179020400","IL","17179020400","=""17179020400""","N/A"
"17179020500","IL","17179020500","=""17179020500""","N/A"
"17179020600","IL","17179020600","=""17179020600""","N/A"
"17179020700","IL","17179020700","=""17179020700""","N/A"
"17179020800","IL","17179020800","=""17179020800""","N/A"
"17179020900","IL","17179020900","=""17179020900""","N/A"
"17179021000","IL","17179021000","=""17179021000""","N/A"
"17179021101","IL","17179021101","=""17179021101""","N/A"
"17179021102","IL","17179021102","=""17179021102""","N/A"
"17179021201","IL","17179021201","=""17179021201""","N/A"
"17179021202","IL","17179021202","=""17179021202""","N/A"
"17179021203","IL","17179021203","=""17179021203""","N/A"
"17179021500","IL","17179021500","=""17179021500""","N/A"
"17179021603","IL","17179021603","=""17179021603""","N/A"
"17179021604","IL","17179021604","=""17179021604""","N/A"
"17179021605","IL","17179021605","=""17179021605""","N/A"
"17179021606","IL","17179021606","=""17179021606""","N/A"
"17179021701","IL","17179021701","=""17179021701""","N/A"
"17179021702","IL","17179021702","=""17179021702""","N/A"
"17179021801","IL","17179021801","=""17179021801""","N/A"
"17179021802","IL","17179021802","=""17179021802""","N/A"
"17179021900","IL","17179021900","=""17179021900""","N/A"
"17179022000","IL","17179022000","=""17179022000""","N/A"
"17179022100","IL","17179022100","=""17179022100""","N/A"
"17179022200","IL","17179022200","=""17179022200""","N/A"
"17179022300","IL","17179022300","=""17179022300""","N/A"
"17179022400","IL","17179022400","=""17179022400""","N/A"
"17181950100","IL","17181950100","=""17181950100""","N/A"
"17181950200","IL","17181950200","=""17181950200""","N/A"
"17181950300","IL","17181950300","=""17181950300""","N/A"
"17181950400","IL","17181950400","=""17181950400""","N/A"
"17181950500","IL","17181950500","=""17181950500""","N/A"
"17183000100","IL","17183000100","=""17183000100""","N/A"
"17183000200","IL","17183000200","=""17183000200""","N/A"
"17183000300","IL","17183000300","=""17183000300""","N/A"
"17183000400","IL","17183000400","=""17183000400""","N/A"
"17183000500","IL","17183000500","=""17183000500""","N/A"
"17183000600","IL","17183000600","=""17183000600""","N/A"
"17183000700","IL","17183000700","=""17183000700""","N/A"
"17183000800","IL","17183000800","=""17183000800""","N/A"
"17183000900","IL","17183000900","=""17183000900""","N/A"
"17183001200","IL","17183001200","=""17183001200""","N/A"
"17183001300","IL","17183001300","=""17183001300""","N/A"
"17183010100","IL","17183010100","=""17183010100""","N/A"
"17183010200","IL","17183010200","=""17183010200""","N/A"
"17183010300","IL","17183010300","=""17183010300""","N/A"
"17183010400","IL","17183010400","=""17183010400""","N/A"
"17183010500","IL","17183010500","=""17183010500""","N/A"
"17183010600","IL","17183010600","=""17183010600""","N/A"
"17183010701","IL","17183010701","=""17183010701""","N/A"
"17183010702","IL","17183010702","=""17183010702""","N/A"
"17183010800","IL","17183010800","=""17183010800""","N/A"
"17183010900","IL","17183010900","=""17183010900""","N/A"
"17183011000","IL","17183011000","=""17183011000""","N/A"
"17183011100","IL","17183011100","=""17183011100""","N/A"
"17183011200","IL","17183011200","=""17183011200""","N/A"
"17185957200","IL","17185957200","=""17185957200""","N/A"
"17185957300","IL","17185957300","=""17185957300""","N/A"
"17185957400","IL","17185957400","=""17185957400""","N/A"
"17185957500","IL","17185957500","=""17185957500""","N/A"
"17187870100","IL","17187870100","=""17187870100""","N/A"
"17187870200","IL","17187870200","=""17187870200""","N/A"
"17187870300","IL","17187870300","=""17187870300""","N/A"
"17187870400","IL","17187870400","=""17187870400""","N/A"
"17187870500","IL","17187870500","=""17187870500""","N/A"
"17189950100","IL","17189950100","=""17189950100""","N/A"
"17189950200","IL","17189950200","=""17189950200""","N/A"
"17189950300","IL","17189950300","=""17189950300""","N/A"
"17189950400","IL","17189950400","=""17189950400""","N/A"
"17191954900","IL","17191954900","=""17191954900""","N/A"
"17191955000","IL","17191955000","=""17191955000""","N/A"
"17191955100","IL","17191955100","=""17191955100""","N/A"
"17191955200","IL","17191955200","=""17191955200""","N/A"
"17191955300","IL","17191955300","=""17191955300""","N/A"
"17193958000","IL","17193958000","=""17193958000""","N/A"
"17193958100","IL","17193958100","=""17193958100""","N/A"
"17193958200","IL","17193958200","=""17193958200""","N/A"
"17193958300","IL","17193958300","=""17193958300""","N/A"
"17193958400","IL","17193958400","=""17193958400""","N/A"
"17195000100","IL","17195000100","=""17195000100""","N/A"
"17195000200","IL","17195000200","=""17195000200""","N/A"
"17195000300","IL","17195000300","=""17195000300""","N/A"
"17195000400","IL","17195000400","=""17195000400""","N/A"
"17195000500","IL","17195000500","=""17195000500""","N/A"
"17195000600","IL","17195000600","=""17195000600""","N/A"
"17195000700","IL","17195000700","=""17195000700""","N/A"
"17195000800","IL","17195000800","=""17195000800""","N/A"
"17195000900","IL","17195000900","=""17195000900""","N/A"
"17195001000","IL","17195001000","=""17195001000""","N/A"
"17195001100","IL","17195001100","=""17195001100""","N/A"
"17195001200","IL","17195001200","=""17195001200""","N/A"
"17195001300","IL","17195001300","=""17195001300""","N/A"
"17195001400","IL","17195001400","=""17195001400""","N/A"
"17195001500","IL","17195001500","=""17195001500""","N/A"
"17195001600","IL","17195001600","=""17195001600""","N/A"
"17195001700","IL","17195001700","=""17195001700""","N/A"
"17195001800","IL","17195001800","=""17195001800""","N/A"
"17197880105","IL","17197880105","=""17197880105""","2017 Opportunity Area"
"17197880106","IL","17197880106","=""17197880106""","Not an Opportunity Area"
"17197880107","IL","17197880107","=""17197880107""","Not an Opportunity Area"
"17197880109","IL","17197880109","=""17197880109""","Not an Opportunity Area"
"17197880111","IL","17197880111","=""17197880111""","2017 Opportunity Area"
"17197880112","IL","17197880112","=""17197880112""","Not an Opportunity Area"
"17197880113","IL","17197880113","=""17197880113""","Not an Opportunity Area"
"17197880114","IL","17197880114","=""17197880114""","Not an Opportunity Area"
"17197880115","IL","17197880115","=""17197880115""","Not an Opportunity Area"
"17197880116","IL","17197880116","=""17197880116""","Not an Opportunity Area"
"17197880117","IL","17197880117","=""17197880117""","Not an Opportunity Area"
"17197880118","IL","17197880118","=""17197880118""","Not an Opportunity Area"
"17197880119","IL","17197880119","=""17197880119""","2017 Opportunity Area"
"17197880120","IL","17197880120","=""17197880120""","Not an Opportunity Area"
"17197880121","IL","17197880121","=""17197880121""","Not an Opportunity Area"
"17197880202","IL","17197880202","=""17197880202""","N/A"
"17197880203","IL","17197880203","=""17197880203""","N/A"
"17197880204","IL","17197880204","=""17197880204""","N/A"
